MetaID,treatment,pid_rep,open.ended.response
0,1,1,individuals coming to america at the taxpayers expense.
0,0,0.333,i think that immigration is fine.  i mean we all are immigrants if you think about it.  the only one's who aren't are the native americans.  we all came over to the americas.
0,1,0.333,"losing good paying jobs to illegal immigrants.
illegal immigrants not paying taxes.
the government not doing enough to take care of illegal immigrants."
0,0,0.16666999,"illegals, slave trade, child workers, racism"
0,0,0.16666999,"i think we need new immigration laws that restrict the amount of immigrants into this country. i also think that immigrants need to learn our language, we should not have to cater to theirs."
0,0,0.66667002,people coming through ellis island.
0,1,0.16666999,"job security, wreckless driving, auto accidents."
0,0,0.66667002,"confused.  i think that everyone should be a citizen so that we receive money from their for their portion of taxes.  i also think that our country needs the immigrants more than we think as they will do almost any job, which many american's don't want to do."
0,0,1,citizens of other nations entering the united states.
0,1,0.66667002,"i am enthusiastic about legal immigrants willing to assimilate and be productive members of american society.

i worry that illegal immigrants have no incentive, and often no desire to assimilate.

i worry that illegal immigrants are disproportionally involved in violent crimes, as well as drug and property crimes.

i worry that our culture and language may be diminished by those not willing to assimilate.

i worry that that our our society devotes more and more of it's resources providing health care, education and other services to those not willing to assimilate.

i worry that our careless attitude about enforcing our border and immigration policy will lead to another 9/11 style terrorist attack."
0,1,0.333,"i wonder about the thoughts in the heads of the immigrants, if they just want to be free of their former lives, or if they want to take ours."
0,0,0.16666999,"language barriers, low income, opportunity, jobs"
0,1,0.333,"lost jobs, unpaid taxes, undercut wages, benefits to illegals, gang violence"
0,0,1,illegals
0,1,0.66667002,"illegal

language"
0,0,0.833,is thier  legal i could deal with it
0,0,0.66667002,"legal = good, illegal = out of control, border agents wrongly jailed, fences, desperation,"
0,1,0,"people getting more benefits and paying no taxes,when people who lived here all there lives get no breaks, immigrants come to this country working for less money"
0,0,0.66667002,send them back
0,1,0,people becoming violent toward immigrants
0,0,0.833,"illegal immigrants
mexico"
0,0,1,if there were not jobs available then they would not come
0,1,1,"our immigration system doesn't work. beauacrats are sitting on their duffs and letting undocummented aliens, often subversive ones, flood our country. i don't see any efforts to repair the situation."
0,1,1,the people who are having problems with immigration are immigratens them selves. we need the immigrents for a work force for aboration has killed the workforce.
0,0,0.333,i think we spend to much money on taking care of people that are no payin g taxes.
0,0,0.333,"1,difficult for worker immigrants.
2,process takes too long.
3,high fees from government and hiring lawyer.
4,too much paper work
5,immigration laws favor certain countries."
0,1,0.833,"more than one side: being over-run, drugs, lower-end jobs not being filled, families tramatized, people wanting a better life"
0,0,0.833,"there's no problem with immigration, it's illegal immigration that's a problem"
0,1,0,very little
0,1,0.833,"i worry about the state of the economy and the strain the immigrants are putting on it. using systems that were put in place by tax payers, who will likely never be able to use them because the government is giving aid to people who have never paid into them."
0,1,0,"excess population
jobs
gangs
education system
j"
0,1,1,"increasd costs to our economic and government systems, i.e. welfare, healthcare, educational, criminal justice, social security, etc.

lack of respect of the american way of life, i.e. refusal to learn english or do the things that people who have immigrated to this country have done for years to assimilate and began citizens of the us.  they want americans to learn their language, customs, etc."
0,0,0.333,controversy....political correctness....complex issue
0,1,0.16666999,i'm worried about the fact that it's unfair as to who can get a visa to come live here and who can't.
0,0,0.333,something this country was built with. something the american population against immigrants coming into the country need to educate themsleves more in.
0,0,0.16666999,"i think that we are country founded on immigration and we should definitely allow immigration, but with strict rules and regulations.  we need to be protected, physically and economically.  i think that if someone immigrates here and is a strain on society they should be removed."
0,1,0.16666999,"immigration has been the life blood of this country and as long as we have jobs to be filled, people will be coming to fill them.  the lost of jobs is not due to  immigrants but to job outsourcing by large and small companies.  by making the crossing of the border with mexico so difficult, those workers who use to come to work for the season and then go home, are now bringing their families because they cannot risk going back and forth."
0,1,0.833,"the benifits that are given to them,the schooling for the kids immigrents should all be registered,"
0,0,0.833,"mexico, illegal workers, difficult immigration process"
0,1,0.833,"loss of american culture.  loss of rights, money and services to americans.  lack of security.  double standards.  lack of unified english.  end of american way of life."
0,0,0.16666999,immigration is fine as long as it is done legally.  people that are here illegally should be sent back to their country
0,1,0,diseases
0,0,0.5,mexican illegals in america
0,0,1,"i think of the american born people, and how we've sacrificed to give them their freedom. i think a lot of people have becom frustrated with it all. when white people apply for a job (minimum wage) and they are told their salary is not negotiable, and yet the minority is able to negotiate a higher wage for the same job. it is discrimination against our own. i think of what andy rooney said a while ago about this very subject and agree completely. if you come to our country - speak english. respect our laws. our country doesn't owe you anything, work for it like the rest of us! simply, i am against illegal immigrants, and legal immigrants should adjust to our ways, not us - to theirs."
0,0,0.333,"people moving from one place to another, mostly for a better economic future."
0,0,0.833,"bringing down our education systems, using up our government resouses less opportunities for americans for jobs, etc"
0,0,0.5,those people that are here illegally should be sent back to their own country.  mexicans
0,1,0.5,"racism & xenophobia make me worried!  also, corporations using immigrant labor because it's cheaper for them and the ensuing loss of well-paying jobs worries me quite a bit. vigilantes taking the law into their own hands at the border worries me."
0,0,0.5,"that immigrants are the heart and soul and the creative growth that america has always had--all immigrants. that although we focus on latinos there are illegals from many countries whose people we consider ""white"". that it would behoove us to find some way to tax any income from those who work here. it is wrong to take social security payments from people who will not receive it. immigrants must become citizens within 2 years of their visa issue date unless a student. students could get another 2 years until a degree is procured . thereafter they leave or become citizens. we will expect other countries to require that from our citizens who live abroad. there should be a heavy tarriff on any money that leaves the u.s. by any electronic transfer, bank draft or otherwise. that it would then be cheaper for an immigrant to bring his family here than to send money out. that we are the second largest  source of revenue for the government of mexico because immigrants send money home."
0,1,0.5,job security for our citizens
0,1,0.5,"public safety, effect on the economy, whether or not they're entering legally (and if not how unfair and upsetting that is), that they're not willing to learn english"
0,1,0.5,nothing
